,surface,series,order_surfaces,isBasement,isFault,isActive,hasData,color,vertices,edges,sfai,id
0,sea_floor,Sea_floor,1,False,False,False,True,#015482,,,,1
1,h1,Strat_1,1,False,False,True,True,#9f0052,"[array([[ 9313.94433618, 13195.        , -1487.5       ],
       [ 9405.        , 13065.        , -1492.07115173],
       [ 9311.43496335, 13065.        , -1487.5       ],
       ...,
       [35865.        , 25805.        , -2063.35851669],
       [35865.        , 25844.8285675 , -2062.5       ],
       [35865.        , 25935.        , -2060.55633926]])]","[array([[    2,     1,     0],
       [    0,     1,     3],
       [    0,     5,     4],
       ...,
       [14035, 14156, 14158],
       [14159, 14035, 14158],
       [14036, 14035, 14159]])]",,2
2,h2,Strat_2,1,False,False,True,True,#ffbe00,"[array([[ 9349.04824555, 13195.        , -1786.5       ],
       [ 9405.        , 13065.        , -1789.59785461],
       [ 9295.63254654, 13065.        , -1786.5       ],
       ...,
       [35865.        , 25805.        , -2274.03482819],
       [35738.25828552, 25935.        , -2269.5       ],
       [35865.        , 25935.        , -2272.00228882]])]","[array([[    2,     1,     0],
       [    0,     1,     3],
       [    0,     5,     4],
       ...,
       [13696, 13695, 13697],
       [13696, 13576, 13575],
       [13696, 13575, 13694]])]",,3
3,h3,Strat_3,1,False,False,True,True,#728f02,"[array([[ 9209.5776844 , 13195.        , -2085.5       ],
       [ 9405.        , 13065.        , -2094.53499985],
       [ 9166.90866016, 13065.        , -2085.5       ],
       ...,
       [35865.        , 25675.        , -2652.47609329],
       [35865.        , 25805.        , -2650.43600845],
       [35865.        , 25935.        , -2648.38793945]])]","[array([[    2,     1,     0],
       [    0,     1,     3],
       [    0,     5,     4],
       ...,
       [14143, 14011, 14142],
       [14143, 14013, 14011],
       [14144, 14013, 14143]])]",,4
4,h4,Strat_4,1,False,False,True,True,#443988,"[array([[ 9150.91994684, 13195.        , -2292.5       ],
       [ 9135.        , 13065.        , -2294.20931244],
       [ 9135.        , 13162.45069563, -2292.5       ],
       ...,
       [35865.        , 25805.        , -2869.38557816],
       [35851.13456726, 25935.        , -2867.5       ],
       [35865.        , 25935.        , -2867.85819054]])]","[array([[    2,     1,     0],
       [    1,     3,     0],
       [    1,     4,     3],
       ...,
       [14201, 14200, 14202],
       [14201, 14058, 14057],
       [14201, 14057, 14199]])]",,5
5,basement,Basement,1,True,False,True,True,#ff3f20,"[array([[ 9135.        , 13065.        , -2488.04500961],
       [ 9135.        , 13195.        , -2486.94503784],
       [ 9405.        , 13065.        , -2496.23035431],
       ...,
       [35865.        , 25675.        , -2904.21924591],
       [35865.        , 25805.        , -2902.3270874 ],
       [35865.        , 25935.        , -2900.42676926]])]","[array([[    2,     1,     0],
       [    3,     1,     2],
       [    3,     4,     1],
       ...,
       [13193, 13078, 13192],
       [13193, 13079, 13078],
       [13194, 13079, 13193]])]",,6
